"year","month","prec.days","prec.max","prec.gt.12","prec.gt.25","prec.gt.50","prec.gt.76","tmin","tmax","rads","relh","prec","wspd","VPD","es","ea","RET"
1988,12,9,17.3,1,0,0,0,-8.98387096774194,0.767741935483871,50.1043422591014,65.2442810876958,39.7,3.81718983870968,0.185860284152961,0.52090620536983,0.335045921216869,27.7495895497285
1989,1,6,4.1,0,0,0,0,-6.58709677419355,1.70322580645161,53.2885331256637,70.3502124625081,15.6,3.94368593548387,0.162756185928916,0.560093434545182,0.397337248616266,26.7292226572552
1989,2,10,6.6,0,0,0,0,-14.9214285714286,-4.38571428571429,100.261016229303,61.0610222395073,14.7,3.96648214285714,0.131727502318115,0.337653687235554,0.205926184917439,23.580706597086
1989,3,9,15.7,1,0,0,0,-6.16774193548387,4.06774193548387,129.518284533709,64.9049342831088,43,4.19816525806452,0.255606352007897,0.694072944626705,0.438466592618807,49.3048550478374
1989,4,10,20.1,1,0,0,0,0.163333333333333,13.8666666666667,215.263125179881,56.6586751208387,43,4.4629959,0.510210533979611,1.16170836352532,0.651497829545705,95.978019305269
1989,5,11,14.7,1,0,0,0,6.40967741935484,20.3645161290323,252.390187333576,58.0385397961832,43.7,3.84463412903226,0.745305173406871,1.77990796137744,1.03460278797057,132.225956170357
1989,6,7,9.7,0,0,0,0,11.6133333333333,25.8133333333333,271.708455395677,58.9091247570523,42.6,3.34832058709677,1.01794235642384,2.4236291439276,1.40568678750377,156.390225251217
1989,7,10,44.7,4,1,0,0,15.9967741935484,28.7838709677419,252.406375597563,63.5369831973562,126.3,3.01887193548387,1.11620222083586,2.96908581319278,1.85288359235693,161.257764772417
1989,8,11,57.7,5,2,1,0,14.0258064516129,26.6193548387097,232.623726124551,63.0697878957945,164.1,2.87700883870968,0.954197949960941,2.59514120851293,1.64094325855199,138.756078512104
1989,9,6,6.6,0,0,0,0,7.84666666666667,21.86,167.001875530104,58.0345474391901,22.8,3.161411,0.780396713655977,1.9112387311087,1.13084201745272,101.533224811051
1989,10,9,18,2,0,0,0,3.54516129032258,17.3096774193548,106.392581437881,58.0778717064137,47.9,3.597275,0.654444152798949,1.48919908836358,0.83475493556463,80.6095296322239
1989,11,8,10.7,0,0,0,0,-4.42333333333333,5.59333333333333,55.6693254765486,65.8271213955114,25,4.02529627204301,0.248070686320199,0.729908873512115,0.481838187191916,36.309815566369
